,Unnamed: 0,Unnamed: 0.1,tags,rgbs,urls,r,g,b
25,35,35,car, 99.99881356 108.96323093  98.30565678,https://farm8.staticflickr.com/7838/39958720843_c1083e428e_n.jpg,99.99881356,108.96323093,98.30565678
26,36,36,car,103.76293945  82.13942383  64.53808594,https://farm8.staticflickr.com/7845/46009076045_1ecdaba863_n.jpg,103.76293945,82.13942383,64.53808594
27,37,37,car, 90.62009921  96.19202381 109.40600198,https://farm8.staticflickr.com/7859/46923339541_5655f46834_n.jpg,90.62009921,96.19202381,109.40600198
28,38,38,car,130.71873926 130.71873926 130.71873926,https://farm5.staticflickr.com/4861/39958573603_c12c10deaa_n.jpg,130.71873926,130.71873926,130.71873926
29,40,40,car,107.31236328 102.4965918   94.77756836,https://farm8.staticflickr.com/7900/46198480264_3b5f3f1822_n.jpg,107.31236328,102.4965918,94.77756836
30,41,41,car,156.25439453 148.51767578 149.38744141,https://farm8.staticflickr.com/7832/39958573263_604ba065b7_n.jpg,156.25439453,148.51767578,149.38744141
31,45,45,car,27.9003418  28.43208984 16.36085938,https://farm5.staticflickr.com/4861/39958462443_a2d902ede0_n.jpg,27.9003418,28.43208984,16.36085938
32,46,46,car,142.5044195  145.85176982 147.00118325,https://farm5.staticflickr.com/4854/46198351564_19b2cd1a4c_n.jpg,142.5044195,145.85176982,147.00118325
33,47,47,car,127.81911133 127.81911133 127.81911133,https://farm8.staticflickr.com/7845/46923195261_eb66cde93b_n.jpg,127.81911133,127.81911133,127.81911133
34,48,48,car,150.96301917 152.25441294 150.2839357 ,https://farm5.staticflickr.com/4839/46198309964_c9c1a8fcc0_n.jpg,150.96301917,152.25441294,150.2839357
35,49,49,car,119.70105188 119.70105188 119.70105188,https://farm5.staticflickr.com/4894/46869794192_a4e0dea570_n.jpg,119.70105188,119.70105188,119.70105188
36,50,50,car,146.18871094 123.67749023 113.66467773,https://farm5.staticflickr.com/4806/39958268103_ef977312a2_n.jpg,146.18871094,123.67749023,113.66467773
37,51,51,car,82.59210938 96.2562207  99.52820313,https://farm8.staticflickr.com/7802/46870870042_c7d7d48aac_n.jpg,82.59210938,96.2562207,99.52820313
38,52,52,car,75.20341797 64.29017578 49.80015625,https://farm5.staticflickr.com/4910/46198156544_e15620d087_n.jpg,75.20341797,64.29017578,49.80015625
39,54,54,car, 85.06193648 101.28808402 101.64896516,https://farm5.staticflickr.com/4914/31981873777_fcd3938a59_n.jpg,85.06193648,101.28808402,101.64896516
40,55,55,car,49.18495117 46.45207031 42.3653418 ,https://farm5.staticflickr.com/4888/46922976271_423bc87be1_n.jpg,49.18495117,46.45207031,42.3653418
41,57,57,car,127.04360269 123.8676452  111.96829756,https://farm5.staticflickr.com/4887/46198026504_318c95913e_n.jpg,127.04360269,123.8676452,111.96829756
42,60,60,car,116.55102539 103.08560547 102.72773437,https://farm8.staticflickr.com/7922/46870633962_127e72e5e8_n.jpg,116.55102539,103.08560547,102.72773437
43,61,61,car,135.58115234 138.77943359 139.08976563,https://farm5.staticflickr.com/4917/46197945334_f25e00268a_n.jpg,135.58115234,138.77943359,139.08976563
44,62,62,car,106.57664062  91.98483398  87.76961914,https://farm5.staticflickr.com/4905/31981700417_de30d5198b_n.jpg,106.57664062,91.98483398,87.76961914
45,63,63,car,94.60697266 85.68222656 80.16058594,https://farm5.staticflickr.com/4836/46870633692_2b98b84ec6_n.jpg,94.60697266,85.68222656,80.16058594
46,64,64,car,151.12283203 136.55246094 128.89719727,https://farm5.staticflickr.com/4895/31981699607_734d083625_n.jpg,151.12283203,136.55246094,128.89719727
47,65,65,car,85.30989258 60.66733398 74.71636719,https://farm8.staticflickr.com/7845/31981698957_3a3bd9f54e_n.jpg,85.30989258,60.66733398,74.71636719
48,66,66,car,103.02119431  89.38737624  86.94375   ,https://farm5.staticflickr.com/4820/46197939304_dccf605f01_n.jpg,103.02119431,89.38737624,86.94375
49,67,67,car,103.02119431  89.38737624  86.94375   ,https://farm5.staticflickr.com/4902/31981688997_601353e2a1_n.jpg,103.02119431,89.38737624,86.94375
50,68,68,car,103.02119431  89.38737624  86.94375   ,https://farm8.staticflickr.com/7854/46870614222_a9530f7a22_n.jpg,103.02119431,89.38737624,86.94375
51,69,69,car,141.61492187 134.59382812 120.80609375,https://farm5.staticflickr.com/4829/46197834654_22400c6866_n.jpg,141.61492187,134.59382812,120.80609375
52,76,76,car,120.8715625  146.91376953 186.80883789,https://farm8.staticflickr.com/7859/46870447142_5a92bf6364_n.jpg,120.8715625,146.91376953,186.80883789
53,77,77,car, 89.67979984 107.14123775  93.08309845,https://farm5.staticflickr.com/4901/46008275895_2b6460e2b2_n.jpg,89.67979984,107.14123775,93.08309845
54,78,78,car,90.82301604 84.49221834 76.79698808,https://farm8.staticflickr.com/7908/46870409282_7156864ae6_n.jpg,90.82301604,84.49221834,76.79698808
55,79,79,car,105.88574405 105.88574405 105.88574405,https://farm5.staticflickr.com/4807/33047195298_6d25643230_n.jpg,105.88574405,105.88574405,105.88574405
56,86,86,car,81.99413414 67.67892442 77.53158223,https://farm8.staticflickr.com/7803/46922432621_428a18e5bb_n.jpg,81.99413414,67.67892442,77.53158223
57,87,87,car,63.84479492 64.22496094 66.31983398,https://farm8.staticflickr.com/7830/46870256192_bbcecf20bc_n.jpg,63.84479492,64.22496094,66.31983398
58,88,88,car,115.19341937 110.63297782 108.94457125,https://farm8.staticflickr.com/7827/33047031428_b90630c9c1_n.jpg,115.19341937,110.63297782,108.94457125
